ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
Q60FT7,PBP3,pbp3,,,Q60FT7,Q60FT7_HAEIF,"",,,,Haemophilus influenzae,DB00535
P0A3M6,Penicillin-binding protein 2B,penA,984233,X16022,P0A3M6,PBP2_STRR6,2WAD; 2WAE; 2WAF,,,,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),DB00319; DB00415; DB00456; DB00485; DB00493; DB00567; DB00607; DB00713; DB00739; DB01066; DB01140; DB01163; DB01212; DB01331; DB01603; DB03313; DB08795
P07451,Carbonic anhydrase 3,CA3,189053812,AK313254,P07451,CAH3_HUMAN,1Z93; 1Z97; 2HFW; 3UYN; 3UYQ,,,HGNC:1374,Human,DB00819
P43166,Carbonic anhydrase 7,CA7,28192445,AY075019,P43166,CAH7_HUMAN,3MDZ; 3ML5,,,HGNC:1381,Human,DB00311; DB00703; DB00819; DB01144
Q9ULX7,Carbonic anhydrase 14,CA14,6009640,AB025904,Q9ULX7,CAH14_HUMAN,4LU3; 5CJF,,,HGNC:1372,Human,DB00819
Q07699,Sodium channel subunit beta-1,SCN1B,307415,L10338,Q07699,SCN1B_HUMAN,"",,,HGNC:10586,Human,DB00909
O60939,Sodium channel subunit beta-2,SCN2B,3309111,AF007783,O60939,SCN2B_HUMAN,"",,,HGNC:10589,Human,DB00909
Q9NY72,Sodium channel subunit beta-3,SCN3B,7160975,AJ243396,Q9NY72,SCN3B_HUMAN,4L1D,,,HGNC:20665,Human,DB00909
Q8IWT1,Sodium channel subunit beta-4,SCN4B,27465047,AY149967,Q8IWT1,SCN4B_HUMAN,4MZ2; 4MZ3,,,HGNC:10592,Human,DB00909
Q8TCC7,Solute carrier family 22 member 8,SLC22A8,4378059,AF097491,Q8TCC7,S22A8_HUMAN,"",,,HGNC:10972,Human,DB01032
P60723,50S ribosomal protein L4,rplD,42826,X02613,P60723,RL4_ECOLI,2J28; 2RDO; 3BBX; 3J5L; 3J7Z; 3J8G; 3J9Y; 3J9Z; 3JA1; 3JBU; 3JBV; 3JCD; 3JCE; 3JCJ; 3JCN; 4CSU; 4U1U; 4U1V; 4U20; 4U24; 4U25; 4U26; 4U27; 4UY8; 4V47; 4V48; 4V4H; 4V4Q; 4V4V; 4V4W; 4V50; 4V52; 4V53; 4V54; 4V55; 4V56; 4V57; 4V5B; 4V5H; 4V5Y; 4V64; 4V65; 4V66; 4V69; 4V6C; 4V6D; 4V6E; 4V6K; 4V6L; 4V6M; 4V6N; 4V6O; 4V6P; 4V6Q; 4V6R; 4V6S; 4V6T; 4V6V; 4V6Y; 4V6Z; 4V70; 4V71; 4V72; 4V73; 4V74; 4V75; 4V76; 4V77; 4V78; 4V79; 4V7A; 4V7B; 4V7C; 4V7D; 4V7I; 4V7S; 4V7T; 4V7U; 4V7V; 4V85; 4V89; 4V9C; 4V9D; 4V9O; 4V9P; 4WF1; 4WOI; 4WWW; 4YBB; 5ADY; 5AFI; 5AKA; 5GAD; 5GAE; 5GAF; 5GAG; 5GAH; 5H5U; 5IQR; 5IT8; 5J5B; 5J7L; 5J88; 5J8A; 5J91; 5JC9; 5JTE; 5JU8; 5KCR; 5KCS; 5KPS; 5KPV; 5KPW; 5KPX; 5L3P; 5LZA; 5LZB; 5LZC; 5LZD; 5LZE; 5LZF; 5MDV; 5MDW; 5MDY; 5MDZ; 5MGP; 5U4I; 5U9F; 5U9G,,,,Escherichia coli (strain K12),DB13179
P49228,50S ribosomal protein L32,rpmF,970089,D63900,P49228,RL32_DEIRA,1J5A; 1JZX; 1JZY; 1JZZ; 1K01; 1NKW; 1NWX; 1NWY; 1OND; 1SM1; 1XBP; 2ZJP; 2ZJQ; 2ZJR; 3CF5; 3DLL; 3PIO; 3PIP; 4IO9; 4IOA; 4IOC; 4U67; 4V49; 4V4A; 4V4G; 4V4T; 5DM6; 5DM7,,,,Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422),DB13179
Q5SHN7,30S ribosomal protein S10,rpsJ,1022792,U36504,Q5SHN7,RS10_THET8,1FJG; 1HNW; 1HNX; 1HNZ; 1HR0; 1I94; 1I95; 1I96; 1I97; 1IBK; 1IBL; 1IBM; 1J5E; 1JGO; 1JGP; 1JGQ; 1L1U; 1ML5; 1N32; 1N33; 1N34; 1N36; 1VVJ; 1VY4; 1VY5; 1VY6; 1VY7; 1XMO; 1XMQ; 1XNQ; 1XNR; 2E5L; 2F4V; 2HHH; 2UU9; 2UUA; 2UUB; 2UUC; 2UXB; 2UXC; 2UXD; 2VQE; 2VQF; 2ZM6; 3OTO; 3T1H; 3T1Y; 4AQY; 4B3M; 4B3R; 4B3S; 4B3T; 4DR1; 4DR2; 4DR3; 4DR4; 4DR5; 4DR6; 4DR7; 4DUY; 4DUZ; 4DV0; 4DV1; 4DV2; 4DV3; 4DV4; 4DV5; 4DV6; 4DV7; 4GKJ; 4GKK; 4JI0; 4JI1; 4JI2; 4JI3; 4JI4; 4JI5; 4JI6; 4JI7; 4JI8; 4JV5; 4JYA; 4K0K; 4KHP; 4L47; 4L71; 4LEL; 4LF4; 4LF5; 4LF6; 4LF7; 4LF8; 4LF9; 4LFA; 4LFB; 4LFC; 4LFZ; 4LNT; 4LSK; 4LT8; 4NXM; 4NXN; 4OX9; 4P6F; 4P70; 4TUA; 4TUB; 4TUC; 4TUD; 4TUE; 4V42; 4V49; 4V4A; 4V4I; 4V4P; 4V4R; 4V4S; 4V4T; 4V4X; 4V4Y; 4V4Z; 4V51; 4V5A; 4V5C; 4V5D; 4V5E; 4V5F; 4V5G; 4V5J; 4V5K; 4V5L; 4V5M; 4V5N; 4V5P; 4V5Q; 4V5R; 4V5S; 4V68; 4V6A; 4V6F; 4V6G; 4V7J; 4V7K; 4V7L; 4V7M; 4V7W; 4V7X; 4V7Y; 4V7Z; 4V87; 4V8A; 4V8B; 4V8C; 4V8D; 4V8E; 4V8F; 4V8G; 4V8H; 4V8I; 4V8J; 4V8N; 4V8O; 4V8Q; 4V8U; 4V8X; 4V90; 4V95; 4V97; 4V9A; 4V9B; 4V9H; 4V9I; 4V9R; 4V9S; 4W2E; 4W2F; 4W2G; 4W2H; 4W2I; 4W4G; 4WPO; 4WQ1; 4WQF; 4WQR; 4WQU; 4WQY; 4WR6; 4WRA; 4WRO; 4WSD; 4WSM; 4WT1; 4WT8; 4WU1; 4WZD; 4WZO; 4X62; 4X64; 4X65; 4X66; 4Y4O; 4Y4P; 4YHH; 4YPB; 4YZV; 4Z3Q; 4Z3R; 4Z3S; 4Z8C; 4ZER; 5A9Z; 5AA0; 5BR8; 5D8B,,,,Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579),DB01421
P08506,D-alanyl-D-alanine carboxypeptidase DacC,dacC,41218,X06480,P08506,DACC_ECOLI,3IT9; 3ITA; 3ITB,,,,Escherichia coli (strain K12),DB00274; DB00303; DB00430; DB01329; DB01331
Q07806,Penicillin-binding protein 1A,mrcA,1763284,U73780,Q07806,PBPA_PSEAE,4OON,,,,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),DB00430; DB01329
Q9X6W0,Penicillin-binding protein 1B,ponB,4887211,AF147449,Q9X6W0,Q9X6W0_PSEAI,"",,,,Pseudomonas aeruginosa,DB00430; DB00438; DB01329; DB09050
Q70KI2,Penicillin-binding protein 2,pbpA,52214157,AP006841,Q70KI2,Q70KI2_BACFG,"",,,,Bacteroides fragilis,DB00923; DB01326
P09238,Stromelysin-2,MMP10,36629,X07820,P09238,MMP10_HUMAN,1Q3A; 3V96; 4ILW,,,HGNC:7156,Human,DB00786
P09237,Matrilysin,MMP7,35799,X07819,P09237,MMP7_HUMAN,1MMP; 1MMQ; 1MMR; 2DDY; 2MZE; 2MZH; 2Y6C; 2Y6D,,,HGNC:7174,Human,DB00786
P24347,Stromelysin-3,MMP11,456257,X57766,P24347,MMP11_HUMAN,"",,,HGNC:7157,Human,DB00786
P50281,Matrix metalloproteinase-14,MMP14,793763,D26512,P50281,MMP14_HUMAN,1BQQ; 1BUV; 2MQS; 3C7X; 3MA2; 3X23; 4P3C; 4P3D; 4QXU,,,HGNC:7160,Human,DB00786
P51511,Matrix metalloproteinase-15,MMP15,963056,Z48482,P51511,MMP15_HUMAN,"",,,HGNC:7161,Human,DB00786
Q9ULZ9,Matrix metalloproteinase-17,MMP17,18413635,AB021225,Q9ULZ9,MMP17_HUMAN,"",,,HGNC:7163,Human,DB00786
Q99542,Matrix metalloproteinase-19,MMP19,1702930,Y08622,Q99542,MMP19_HUMAN,"",,,HGNC:7165,Human,DB00786
O60882,Matrix metalloproteinase-20,MMP20,3005946,Y12779,O60882,MMP20_HUMAN,2JSD,,,HGNC:7167,Human,DB00786
Q8N119,Matrix metalloproteinase-21,MMP21,22134532,AF331526,Q8N119,MMP21_HUMAN,"",,,HGNC:14357,Human,DB00786
O75900,Matrix metalloproteinase-23,MMP23A,3650496,AF056200,O75900,MMP23_HUMAN,"",,,HGNC:7170,Human,DB00786
Q9Y5R2,Matrix metalloproteinase-24,MMP24,5381386,AF131284,Q9Y5R2,MMP24_HUMAN,"",,,HGNC:7172,Human,DB00786
Q9NPA2,Matrix metalloproteinase-25,MMP25,8546817,AJ239053,Q9NPA2,MMP25_HUMAN,"",,,HGNC:14246,Human,DB00786
Q9NRE1,Matrix metalloproteinase-26,MMP26,8843950,AF230354,Q9NRE1,MMP26_HUMAN,"",,,HGNC:14249,Human,DB00786
Q9H306,Matrix metalloproteinase-27,MMP27,11066090,AF195192,Q9H306,MMP27_HUMAN,"",,,HGNC:14250,Human,DB00786
Q9H239,Matrix metalloproteinase-28,MMP28,11935132,AF315683,Q9H239,MMP28_HUMAN,"",,,HGNC:14366,Human,DB00786
P0A8T7,DNA-directed RNA polymerase subunit beta',rpoC,42814,V00339,P0A8T7,RPOC_ECOLI,2AUK; 2LMC; 3IYD; 3LU0; 4IQZ; 4JK1; 4JK2; 4KMU; 4KN4; 4KN7; 4MEX; 4MEY; 4XSX; 4XSY; 4XSZ; 4YG2; 4YLN; 4YLO; 4YLP; 4ZH2; 4ZH3; 4ZH4; 5BYH,,,,Escherichia coli (strain K12),DB00615; DB01045
P0AG59,30S ribosomal protein S14,rpsN,809690,X01563,P0AG59,RS14_ECOLI,1M5G; 2YKR; 3J9Y; 3J9Z; 3JA1; 4A2I; 4ADV; 4U1U; 4U1V; 4U20; 4U24; 4U25; 4U26; 4U27; 4V47; 4V48; 4V4H; 4V4Q; 4V4V; 4V4W; 4V50; 4V52; 4V53; 4V54; 4V55; 4V56; 4V57; 4V5B; 4V5H; 4V5Y; 4V64; 4V65; 4V66; 4V69; 4V6C; 4V6D; 4V6E; 4V6K; 4V6L; 4V6M; 4V6N; 4V6O; 4V6P; 4V6Q; 4V6R; 4V6S; 4V6T; 4V6V; 4V6Y; 4V6Z; 4V70; 4V71; 4V72; 4V73; 4V74; 4V75; 4V76; 4V77; 4V78; 4V79; 4V7A; 4V7B; 4V7C; 4V7D; 4V7I; 4V7S; 4V7T; 4V7U; 4V7V; 4V85; 4V89; 4V9C; 4V9D; 4V9O; 4V9P; 4WF1; 4WOI; 4WWW; 4YBB; 5AFI,,,,Escherichia coli (strain K12),DB00560; DB00759; DB09093
P0A7S9,30S ribosomal protein S13,rpsM,581217,X02543,P0A7S9,RS13_ECOLI,1M5G; 2YKR; 3J9Y; 3J9Z; 3JA1; 4A2I; 4ADV; 4U1U; 4U1V; 4U20; 4U24; 4U25; 4U26; 4U27; 4V47; 4V48; 4V4H; 4V4Q; 4V4V; 4V4W; 4V50; 4V52; 4V53; 4V54; 4V55; 4V56; 4V57; 4V5B; 4V5H; 4V5Y; 4V64; 4V65; 4V66; 4V69; 4V6C; 4V6D; 4V6E; 4V6K; 4V6L; 4V6N; 4V6O; 4V6P; 4V6Q; 4V6R; 4V6S; 4V6T; 4V6V; 4V6Y; 4V6Z; 4V70; 4V71; 4V72; 4V73; 4V74; 4V75; 4V76; 4V77; 4V78; 4V79; 4V7A; 4V7B; 4V7C; 4V7D; 4V7I; 4V7S; 4V7T; 4V7U; 4V7V; 4V85; 4V89; 4V9C; 4V9D; 4V9O; 4V9P; 4WF1; 4WOI; 4WWW; 4YBB; 5AFI,,,,Escherichia coli (strain K12),DB00560
P0A7U3,30S ribosomal protein S19,rpsS,42826,X02613,P0A7U3,RS19_ECOLI,1M5G; 2YKR; 3J9Y; 3J9Z; 3JA1; 4A2I; 4ADV; 4U1U; 4U1V; 4U20; 4U24; 4U25; 4U26; 4U27; 4V47; 4V48; 4V4H; 4V4Q; 4V4V; 4V4W; 4V50; 4V52; 4V53; 4V54; 4V55; 4V56; 4V57; 4V5B; 4V5H; 4V5Y; 4V64; 4V65; 4V66; 4V69; 4V6C; 4V6D; 4V6E; 4V6K; 4V6L; 4V6M; 4V6N; 4V6O; 4V6P; 4V6Q; 4V6R; 4V6S; 4V6T; 4V6V; 4V6Y; 4V6Z; 4V70; 4V71; 4V72; 4V73; 4V74; 4V75; 4V76; 4V77; 4V78; 4V79; 4V7A; 4V7B; 4V7C; 4V7D; 4V7I; 4V7S; 4V7T; 4V7U; 4V7V; 4V85; 4V89; 4V9C; 4V9D; 4V9O; 4V9P; 4WF1; 4WOI; 4WWW; 4YBB; 5AFI,,,,Escherichia coli (strain K12),DB00560; DB00759; DB09093
Q9UJT1,Tubulin delta chain,TUBD1,6457580,AF201333,Q9UJT1,TBD_HUMAN,"",,,HGNC:16811,Human,DB00570
Q9UJT0,Tubulin epsilon chain,TUBE1,6457582,AF201334,Q9UJT0,TBE_HUMAN,"",,,HGNC:20775,Human,DB00570
P23258,Tubulin gamma-1 chain,TUBG1,183703,M61764,P23258,TBG1_HUMAN,1Z5V; 1Z5W; 3CB2,,,HGNC:12417,Human,DB00570
P44345,50S ribosomal protein L4,rplD,3212176,L42023,P44345,RL4_HAEIN,"",,,,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),DB01321
P76577,Penicillin-binding protein 1C,pbpC,1850613,U88571,P76577,PBPC_ECOLI,"",,,,Escherichia coli (strain K12),DB01327
P72524,DNA gyrase subunit A,gyrA,14971465,AE005672,P72524,GYRA_STRPN,"",,,,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),DB01044; DB06771
P0A4L9,DNA gyrase subunit B,gyrB,1052803,X83917,P0A4L9,GYRB_STRPN,"",,,,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),DB01044
P72525,DNA topoisomerase 4 subunit A,parC,1490399,Z67739,P72525,PARC_STRPN,2NOV; 3FOE; 3FOF; 3K9F; 3KSA; 3KSB; 3LTN; 3RAD; 3RAE; 3RAF; 4JUO; 4KOE; 4KPE; 4KPF,,,,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),DB01044; DB06771
Q59961,DNA topoisomerase 4 subunit B,parE,1490399,Z67739,Q59961,PARE_STRPN,3FOE; 3FOF; 3K9F; 3KSA; 3KSB; 3LTN; 3RAD; 3RAE; 3RAF; 4JUO; 4KOE; 4KPE; 4KPF,,,,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),DB01044
Q9UGN5,Poly [ADP-ribose] polymerase 2,PARP2,6688130,AJ236912,Q9UGN5,PARP2_HUMAN,3KCZ; 3KJD; 4PJV; 4TVJ; 4ZZX; 4ZZY,,,HGNC:272,Human,DB09074; DB11793; DB12332
P21281,"V-type proton ATPase subunit B, brain isoform",ATP6V1B2,179563,M60346,P21281,VATB2_HUMAN,"",,,HGNC:854,Human,DB05260
P39023,60S ribosomal protein L3,RPL3,313659,X73460,P39023,RL3_HUMAN,4UG0; 4V6X; 5AJ0,,,HGNC:10332,Human,DB04865
Q15118,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial",PDK1,1088281,L42450,Q15118,PDK1_HUMAN,2Q8F; 2Q8G; 2Q8H,,,HGNC:8809,Human,DB08809
P62593,Beta-lactamase TEM,bla,208959,J01749,P62593,BLAT_ECOLX,1AXB; 1BT5; 1BTL; 1CK3; 1ERM; 1ERO; 1ERQ; 1ESU; 1FQG; 1JTD; 1JTG; 1JVJ; 1JWP; 1JWV; 1JWZ; 1LHY; 1LI0; 1LI9; 1M40; 1NXY; 1NY0; 1NYM; 1NYY; 1PZO; 1PZP; 1S0W; 1TEM; 1XPB; 1XXM; 1YT4; 1ZG4; 1ZG6; 2B5R; 2V1Z; 2V20; 3C7U; 3C7V; 3CMZ; 3DTM; 3JYI; 3TOI; 4DXB; 4DXC; 4GKU; 4IBR; 4IBX; 4ID4; 4MEZ; 4QY5; 4QY6; 4R4R; 4R4S; 4RVA; 4RX2; 4RX3; 4ZJ1; 4ZJ2; 4ZJ3,,,,Escherichia coli,DB09060
P04054,Phospholipase A2,PLA2G1B,190013,M21054,P04054,PA21B_HUMAN,1YSK; 3ELO,,,HGNC:9030,Human,DB04552
Q91RS4,NS3 protease,,14150583,AF369229,Q91RS4,Q91RS4_9HEPC,2A4Q; 2F9U; 2OBO; 2P59; 2XCN,,,,Hepatitis C virus,DB06290; DB13879
Q9Y6F1,Poly [ADP-ribose] polymerase 3,PARP3,29788060,Y16836,Q9Y6F1,PARP3_HUMAN,2EOC; 3C49; 3C4H; 3CE0; 3FHB; 4GV0; 4GV2; 4GV4; 4L6Z; 4L70; 4L7L; 4L7N; 4L7O; 4L7P; 4L7R; 4L7U,,,HGNC:273,Human,DB09074; DB12332
Q72547,Reverse transcriptase/RNaseH,pol,896047,U28646,Q72547,Q72547_9HIV1,2JLE; 3HYF; 3QIN; 3QIO,,,,Human immunodeficiency virus 1,DB00238; DB00300; DB00495; DB00625; DB00649; DB00705; DB00709; DB00879; DB00900; DB00943; DB01048; DB08864; DB09299
Q93CA2,Beta-lactamase,ampC,15705879,AF411148,Q93CA2,Q93CA2_ENTCL,1S6R,,,,Enterobacter cloacae,DB09060
P23458,Tyrosine-protein kinase JAK1,JAK1,,,P23458,JAK1_HUMAN,3EYG; 3EYH; 4E4L; 4E4N; 4E5W; 4EHZ; 4EI4; 4FK6; 4GS0; 4I5C; 4IVB; 4IVC; 4IVD; 4K6Z; 4K77; 4L00; 4L01,,,HGNC:6190,Human,DB08877; DB08895
P0AD64,Beta-lactamase SHV-1,bla,151861,M59181,P0AD64,BLA1_KLEPN,1ONG; 1Q2P; 1RCJ; 1SHV; 1TDG; 1TDL; 1VM1; 2A3U; 2A49; 2G2U; 2G2W; 2H0T; 2H0Y; 2H10; 2H5S; 2ZD8; 3C4O; 3C4P; 3D4F; 3MKE; 3MKF; 3MXR; 3MXS; 3N4I; 3OPH; 3OPL; 3OPP; 3OPR; 3V50; 3V5M; 4FCF; 4FD8; 4FH2; 4FH4; 4GD6; 4GD8; 4GDB; 4JPM; 4MBF; 4MBH; 4MBK; 4R3B; 4ZAM; 5EE8,,,,Klebsiella pneumoniae,DB09060
Q89ZI2,O-GlcNAcase BT_4395,,29337303,AE015928,Q89ZI2,OGA_BACTN,2CHN; 2CHO; 2J47; 2J4G; 2JIW; 2VVN; 2VVS; 2W4X; 2W66; 2W67; 2WCA; 2WZH; 2WZI; 2X0H; 2XJ7; 2XM1; 2XM2; 4AIS; 4AIU; 4UR9; 5ABE; 5ABF; 5ABG; 5ABH,,,,Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482),DB00428
Q8DR59,Penicillin-binding protein 1A,pbpA,153767,M90527,Q8DR59,PBPA_STRR6,2C5W; 2C6W; 2V2F; 2ZC5; 2ZC6,,,,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),DB00415; DB00438; DB00456; DB00485; DB00493; DB00567; DB00607; DB00713; DB00739; DB01000; DB01140; DB01163; DB01331; DB01603; DB03313; DB08795
Q7CRA4,Penicillin-binding protein 1b,pbp1b,15457529,AE007317,Q7CRA4,Q7CRA4_STRR6,2UWX; 2XD1; 2XD5; 2Y2G; 2Y2H; 2Y2I; 2Y2J; 2Y2K; 2Y2L; 2Y2M; 2Y2N; 2Y2O; 2Y2P; 2Y2Q,,,,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),DB00319; DB00415; DB00456; DB00485; DB00493; DB00567; DB00607; DB00713; DB00739; DB01140; DB01163; DB01331; DB01603; DB03313; DB08795
Q02768,Cytochrome b,MT-CYB,2978420,M99416,Q02768,CYB_PLAFA,"",,,,Plasmodium falciparum,DB01117
P0AFI5,D-alanyl-D-alanine endopeptidase,pbpG,,,P0AFI5,PBP7_ECOLI,"",,,,Escherichia coli (strain K12),DB01331
O25608,Oxygen-insensitive NADPH nitroreductase,rdxA,,,O25608,RDXA_HELPY,3QDL,,,,Helicobacter pylori (strain ATCC 700392 / 26695),DB00916
P20645,Cation-dependent mannose-6-phosphate receptor,M6PR,,,P20645,MPRD_HUMAN,1JUQ,,,HGNC:6752,Human,DB01272
P09250,Thymidine kinase,TK,,,P09250,KITH_VZVD,"",,,,HHV-3,DB00194
P22459,Potassium voltage-gated channel subfamily A member 4,KCNA4,,,P22459,KCNA4_HUMAN,"",,,HGNC:6222,Human,DB06637
P09110,"3-ketoacyl-CoA thiolase, peroxisomal",ACAA1,,,P09110,THIK_HUMAN,2IIK,,,HGNC:82,Human,DB09069
P21283,V-type proton ATPase subunit C 1,ATP6V1C1,,,P21283,VATC1_HUMAN,"",,,HGNC:856,Human,DB09552
P48735,"Isocitrate dehydrogenase [NADP], mitochondrial",IDH2,,,P48735,IDHP_HUMAN,4JA8,,,HGNC:5383,Human,DB13874
Q75Y35,Penicillin-binding protein 3,pbp3,,,Q75Y35,Q75Y35_STREE,"",,,,Streptococcus pneumoniae,DB00319; DB00415; DB00438; DB00447; DB00456; DB00485; DB00567; DB00607; DB00713; DB00739; DB00833; DB00948; DB01000; DB01140; DB01163; DB01330; DB01331; DB01603; DB03313; DB08795
Q8DNB6,Penicillin-binding protein 2a,pbp2a,,,Q8DNB6,Q8DNB6_STRR6,"",,,,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),DB00319; DB00415; DB00456; DB00485; DB00493; DB00567; DB00607; DB00713; DB00739; DB01147; DB01163; DB01331; DB01603; DB03313; DB08795
Q51504,Cell division protein,pbpB,,,Q51504,Q51504_PSEAI,3OC2; 3OCL; 3OCN; 3PBN; 3PBO; 3PBQ; 3PBS; 4FSF; 4L0L,,,,Pseudomonas aeruginosa,DB01147; DB01413; DB06211; DB09050
Q9X6V3,Penicillin-binding protein 2,pbpA,,,Q9X6V3,Q9X6V3_PSEAI,"",,,,Pseudomonas aeruginosa,DB00438; DB01413
P0A7V3,30S ribosomal protein S3,rpsC,,,P0A7V3,RS3_ECOLI,1M5G; 2YKR; 3J9Y; 3J9Z; 3JA1; 4A2I; 4ADV; 4ODQ; 4U1U; 4U1V; 4U20; 4U24; 4U25; 4U26; 4U27; 4V47; 4V48; 4V4H; 4V4Q; 4V4V; 4V4W; 4V50; 4V52; 4V53; 4V54; 4V55; 4V56; 4V57; 4V5B; 4V5H; 4V5Y; 4V64; 4V65; 4V66; 4V69; 4V6C; 4V6D; 4V6E; 4V6K; 4V6L; 4V6M; 4V6N; 4V6O; 4V6P; 4V6Q; 4V6R; 4V6S; 4V6T; 4V6V; 4V6Y; 4V6Z; 4V70; 4V71; 4V72; 4V73; 4V74; 4V75; 4V76; 4V77; 4V78; 4V79; 4V7A; 4V7B; 4V7C; 4V7D; 4V7I; 4V7S; 4V7T; 4V7U; 4V7V; 4V85; 4V89; 4V9C; 4V9D; 4V9O; 4V9P; 4WF1; 4WOI; 4WWW; 4YBB; 5AFI,,,,Escherichia coli (strain K12),DB00759; DB09093
P0A7W7,30S ribosomal protein S8,rpsH,,,P0A7W7,RS8_ECOLI,1EG0; 1M5G; 1S03; 2YKR; 3J9Y; 3J9Z; 3JA1; 4A2I; 4ADV; 4U1U; 4U1V; 4U20; 4U24; 4U25; 4U26; 4U27; 4V47; 4V48; 4V4H; 4V4Q; 4V4V; 4V4W; 4V50; 4V52; 4V53; 4V54; 4V55; 4V56; 4V57; 4V5B; 4V5H; 4V5Y; 4V64; 4V65; 4V66; 4V69; 4V6C; 4V6D; 4V6E; 4V6K; 4V6L; 4V6M; 4V6N; 4V6O; 4V6P; 4V6Q; 4V6R; 4V6S; 4V6T; 4V6V; 4V6Y; 4V6Z; 4V70; 4V71; 4V72; 4V73; 4V74; 4V75; 4V76; 4V77; 4V78; 4V79; 4V7A; 4V7B; 4V7C; 4V7D; 4V7I; 4V7S; 4V7T; 4V7U; 4V7V; 4V85; 4V89; 4V9C; 4V9D; 4V9O; 4V9P; 4WF1; 4WOI; 4WWW; 4YBB; 5AFI,,,,Escherichia coli (strain K12),DB00759; DB09093
P02359,30S ribosomal protein S7,rpsG,,,P02359,RS7_ECOLI,1EG0; 1M5G; 1ML5; 2YKR; 3J5S; 3J9Y; 3J9Z; 3JA1; 4A2I; 4ADV; 4U1U; 4U1V; 4U20; 4U24; 4U25; 4U26; 4U27; 4V47; 4V48; 4V4H; 4V4Q; 4V4V; 4V4W; 4V50; 4V52; 4V53; 4V54; 4V55; 4V56; 4V57; 4V5B; 4V5H; 4V5Y; 4V64; 4V65; 4V66; 4V69; 4V6C; 4V6D; 4V6E; 4V6K; 4V6L; 4V6M; 4V6N; 4V6O; 4V6P; 4V6Q; 4V6R; 4V6S; 4V6T; 4V6V; 4V6Y; 4V6Z; 4V70; 4V71; 4V72; 4V73; 4V74; 4V75; 4V76; 4V77; 4V78; 4V79; 4V7A; 4V7B; 4V7C; 4V7D; 4V7I; 4V7S; 4V7T; 4V7U; 4V7V; 4V85; 4V89; 4V9C; 4V9D; 4V9O; 4V9P; 4WF1; 4WOI; 4WWW; 4YBB; 5AFI,,,,Escherichia coli (strain K12),DB00759; DB09093; DB13092
P0C002,Dihydropteroate synthase type-1,sulI,,,P0C002,DHP1_ECOLX,"",,,,Escherichia coli,DB00634
P53848,Folic acid synthesis protein FOL1,FOL1,,,P53848,FOL1_YEAST,2BMB,,,,Baker's yeast,DB00634
Q99835,Smoothened homolog,SMO,,,Q99835,SMO_HUMAN,4JKV; 4N4W; 4O9R; 4QIM; 4QIN,,,HGNC:11119,Human,DB08828
P02708,Acetylcholine receptor subunit alpha,CHRNA1,,,P02708,ACHA_HUMAN,1Y5P; 1Y5T; 1Y6C; 4ZJS,,,HGNC:1955,Human,DB08838
Q04782,Lanosterol synthase,ERG7,,,Q04782,ERG7_CANAL,"",,,,Yeast,DB00239
A2QLK4,"1,3-beta-glucan synthase component FKS1",fksA,,,A2QLK4,FKS1_ASPNC,"",,,,Aspergillus niger (strain CBS 513.88 / FGSC A1513),DB00362; DB00520; DB01141
Q92206,Squalene monooxygenase,ERG1,,,Q92206,ERG1_CANAL,"",,,,Yeast,DB00525
P31327,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",CPS1,,,P31327,CPSM_HUMAN,2YVQ,,,HGNC:2323,Human,DB06775
P00748,Coagulation factor XII,F12,,,P00748,FA12_HUMAN,4BDW; 4BDX; 4XDE; 4XE4,,,HGNC:3530,Human,DB06404; DB09228; DB12598
P54219,Chromaffin granule amine transporter,SLC18A1,,,P54219,VMAT1_HUMAN,"",,,HGNC:10934,Human,DB01363; DB01442; DB01577
Q92637,High affinity immunoglobulin gamma Fc receptor IB,FCGR1B,,,Q92637,FCGRB_HUMAN,"",,,HGNC:3614,Human,DB00028
P0C0L4,Complement C4-A,C4A,,,P0C0L4,CO4A_HUMAN,1HZF; 4FXG; 4FXK; 4XAM,,,HGNC:1323,Human,DB00028
