ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
P06310,Ig kappa chain V-II region RPMI 6410,,296655,Z00020,P06310,KV206_HUMAN,"",,,,Human,DB00693; DB07375
Q01043,Cyclin homolog,72,243355,S76368,Q01043,CGH2_SHV21,1BU2; 1JOW; 1XO2; 2EUF; 2F2C; 4TTH,,,,SaHV-2,DB07379; DB07795
O75460,Serine/threonine-protein kinase/endoribonuclease IRE1,ERN1,3300094,AF059198,O75460,ERN1_HUMAN,2HZ6; 3P23; 4U6R; 4YZ9; 4YZC; 4YZD; 4Z7G; 4Z7H,,,HGNC:3449,Human,DB07382
P25705,"ATP synthase subunit alpha, mitochondrial",ATP5A1,28938,X59066,P25705,ATPA_HUMAN,"",,,HGNC:823,Human,DB04216; DB07384; DB07394; DB08399; DB08629
P06576,"ATP synthase subunit beta, mitochondrial",ATP5B,28940,X03559,P06576,ATPB_HUMAN,"",,,HGNC:830,Human,DB04216; DB07384; DB07394; DB08399; DB08629; DB12695
P36542,"ATP synthase subunit gamma, mitochondrial",ATP5C1,665586,D16562,P36542,ATPG_HUMAN,"",,,HGNC:833,Human,DB04216; DB07384; DB07394; DB08399; DB08629
P60174,Triosephosphate isomerase,TPI1,339841,M10036,P60174,TPIS_HUMAN,1HTI; 1KLG; 1KLU; 1WYI; 2IAM; 2IAN; 2JK2; 2VOM; 4BR1; 4E41; 4POC; 4POD; 4UNK; 4UNL,,,HGNC:12009,Human,DB01593; DB01695; DB02726; DB03026; DB03132; DB03135; DB03314; DB03379; DB03900; DB04326; DB04447; DB04510; DB07387
P07014,Succinate dehydrogenase iron-sulfur subunit,sdhB,146196,J01619,P07014,SDHB_ECOLI,1NEK; 1NEN; 2ACZ; 2AD0; 2WDQ; 2WDR; 2WDV; 2WP9; 2WS3; 2WU2; 2WU5,,,,Escherichia coli (strain K12),DB04631; DB07671; DB08690
P69054,Succinate dehydrogenase cytochrome b556 subunit,sdhC,146196,J01619,P69054,DHSC_ECOLI,1NEK; 1NEN; 2ACZ; 2AD0; 2WDQ; 2WDR; 2WDV; 2WP9; 2WS3; 2WU2; 2WU5,,,,Escherichia coli (strain K12),DB04631; DB07671; DB08690
P0AC44,Succinate dehydrogenase hydrophobic membrane anchor subunit,sdhD,146196,J01619,P0AC44,DHSD_ECOLI,1NEK; 1NEN; 2ACZ; 2AD0; 2WDQ; 2WDR; 2WDV; 2WP9; 2WS3; 2WU2; 2WU5,,,,Escherichia coli (strain K12),DB04631; DB07671; DB08690
Q14994,Nuclear receptor subfamily 1 group I member 3,NR1I3,458542,Z30425,Q14994,NR1I3_HUMAN,1XV9; 1XVP,,,HGNC:7969,Human,DB00257; DB00366; DB00737; DB00836; DB01026; DB01620; DB01708; DB01889; DB02709; DB04540; DB04824; DB07557; DB07931; DB08604
P07173,Photosynthetic reaction center cytochrome c subunit,pufC,758274,X05768,P07173,CYCR_BLAVI,1DXR; 1PRC; 1R2C; 1VRN; 2I5N; 2JBL; 2PRC; 2WJM; 2WJN; 2X5U; 2X5V; 3D38; 3G7F; 3PRC; 3T6D; 3T6E; 4AC5; 4CAS; 5PRC; 6PRC; 7PRC,,,,Rhodopseudomonas viridis,DB04147; DB04464; DB07392; DB07551; DB07552; DB08215; DB08689; DB08690
P06008,Reaction center protein H chain,puhA,46478,X02659,P06008,RCEH_BLAVI,1DXR; 1PRC; 1R2C; 1VRN; 2I5N; 2JBL; 2PRC; 2WJM; 2WJN; 2X5U; 2X5V; 3D38; 3G7F; 3PRC; 3T6D; 3T6E; 4AC5; 4CAS; 5PRC; 6PRC; 7PRC,,,,Rhodopseudomonas viridis,DB04147; DB04464; DB07392; DB07551; DB07552; DB08215; DB08689; DB08690
P06009,Reaction center protein L chain,pufL,46480,X03915,P06009,RCEL_BLAVI,1DXR; 1PRC; 1R2C; 1VRN; 2I5N; 2JBL; 2PRC; 2WJM; 2WJN; 2X5U; 2X5V; 3D38; 3G7F; 3PRC; 3T6D; 3T6E; 4AC5; 4CAS; 5PRC; 6PRC; 7PRC,,,,Rhodopseudomonas viridis,DB04147; DB04464; DB07392; DB07551; DB07552; DB08215; DB08689; DB08690
P06010,Reaction center protein M chain,pufM,46480,X03915,P06010,RCEM_BLAVI,1DXR; 1PRC; 1R2C; 1VRN; 2I5N; 2JBL; 2PRC; 2WJM; 2WJN; 2X5U; 2X5V; 3D38; 3G7F; 3PRC; 3T6D; 3T6E; 4AC5; 4CAS; 5PRC; 6PRC; 7PRC,,,,Rhodopseudomonas viridis,DB04147; DB04464; DB07392; DB07551; DB07552; DB08215; DB08689; DB08690
P9WI73,Serine/threonine-protein kinase PknG,pknG,,,P9WI73,PKNG_MYCTU,2PZI; 4Y0X; 4Y12,,,,Mycobacterium tuberculosis,DB07398
P08574,"Cytochrome c1, heme protein, mitochondrial",CYC1,181238,M16597,P08574,CY1_HUMAN,"",,,HGNC:2579,Human,DB04141; DB04799; DB07401; DB07636; DB07763; DB07778; DB08330; DB08453; DB08690
P22695,"Cytochrome b-c1 complex subunit 2, mitochondrial",UQCRC2,180928,J04973,P22695,QCR2_HUMAN,"",,,HGNC:12586,Human,DB04141; DB04799; DB07401; DB07763; DB07778; DB08330; DB08453; DB08690
P07919,"Cytochrome b-c1 complex subunit 6, mitochondrial",UQCRH,188565,M36647,P07919,QCR6_HUMAN,"",,,HGNC:12590,Human,DB04141; DB04799; DB07401; DB07763; DB07778; DB08330; DB08453; DB08690
O14949,Cytochrome b-c1 complex subunit 8,UQCRQ,2605590,D50369,O14949,QCR8_HUMAN,"",,,HGNC:29594,Human,DB04141; DB04799; DB07401; DB07763; DB07778; DB08330; DB08453; DB08690
P47985,"Cytochrome b-c1 complex subunit Rieske, mitochondrial",UQCRFS1,158255704,AK291134,P47985,UCRI_HUMAN,"",,,HGNC:12587,Human,DB04141; DB04799; DB07401; DB07636; DB07763; DB07778; DB08330; DB08453; DB08690
O14957,Cytochrome b-c1 complex subunit 10,UQCR11,2317646,D55636,O14957,QCR10_HUMAN,"",,,HGNC:30862,Human,DB04799; DB07401; DB07763; DB07778; DB08330; DB08453; DB08690
P14927,Cytochrome b-c1 complex subunit 7,UQCRB,37580,X13585,P14927,QCR7_HUMAN,"",,,HGNC:12582,Human,DB04141; DB04799; DB07401; DB07636; DB07763; DB07778; DB08330; DB08453; DB08690
Q9UDW1,Cytochrome b-c1 complex subunit 9,UQCR10,12081913,AB028598,Q9UDW1,QCR9_HUMAN,"",,,HGNC:30863,Human,DB04141; DB04799; DB07401; DB07636; DB07763; DB07778; DB08330; DB08453; DB08690
Q15118,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial",PDK1,1088281,L42450,Q15118,PDK1_HUMAN,2Q8F; 2Q8G; 2Q8H,,,HGNC:8809,Human,DB07403; DB08809
Q79FX8,Hydroxymycolate synthase MmaA4,mmaA4,2222772,BX842574,Q79FX8,MMAA4_MYCTU,2FK7; 2FK8; 3HA3; 3HA5; 3HA7,,,,Mycobacterium tuberculosis,DB07413
P0A333,pH-gated potassium channel KcsA,kcsA,7799279,AL939132,P0A333,KCSA_STRCO,1S5H; 2HFE,,,,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145),DB07416
P20581,Uncharacterized protein PA1000,,1196759,M33810,P20581,Y1000_PSEAE,2Q0I; 2Q0J; 2VW8; 3DH8,,,,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),DB07418
A9JQL9,Dehydrosqualene synthase,crtM,161788394,AM920687,A9JQL9,CRTM_STAAU,2ZCO; 2ZCQ; 2ZCR; 2ZCS; 2ZY1; 3ACW; 3ACX; 3ACY; 3ADZ; 3AE0; 3LGZ; 3NPR; 3TFN; 3TFP; 3TFV; 3VJD; 3VJE; 3W7F; 4E9U; 4E9Z; 4EA0; 4EA1; 4EA2; 4F6V; 4F6X,,,,Staphylococcus aureus,DB04695; DB07420; DB07424
Q59FW3,"Thyroid hormone receptor, alpha isoform 1 variant",,62088272,AB209346,Q59FW3,Q59FW3_HUMAN,"",,,,Human,DB07425
Q820T1,3-oxoacyl-[acyl-carrier-protein] synthase 3,fabH,29342120,AE016830,Q820T1,FABH_ENTFA,3IL4; 3IL5; 3IL6,,,,Enterococcus faecalis (strain ATCC 700802 / V583),DB07429
Q9KU37,Beta-hexosaminidase,nagZ,9654392,AE003852,Q9KU37,NAGZ_VIBCH,1TR9; 1Y65; 2OXN; 3GS6; 3GSM,,,,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),DB07432; DB08704
Q9UBT6,DNA polymerase kappa,POLK,6463740,AB027564,Q9UBT6,POLK_HUMAN,1T94; 2LSI; 2OH2; 2W7O; 2W7P; 3IN5; 3PZP; 4BA9; 4GK5,,,HGNC:9183,Human,DB07435; DB07652; DB08237
P52026,DNA polymerase I,polA,755588,U23149,P52026,DPO1_GEOSE,1L3S; 1L3T; 1L3U; 1L3V; 1L5U; 1LV5; 1NJX; 1NJY; 1NJZ; 1NK0; 1NK4; 1NK5; 1NK6; 1NK7; 1NK8; 1NK9; 1NKB; 1NKC; 1NKE; 1U45; 1U47; 1U48; 1U49; 1U4B; 1UA1; 1XC9; 1XWL; 2BDP; 3BDP; 3EYZ; 3EZ5; 4BDP,,,,Geobacillus stearothermophilus,DB07435
Q9UKQ2,Disintegrin and metalloproteinase domain-containing protein 28,ADAM28,4583505,AF137334,Q9UKQ2,ADA28_HUMAN,"",,,HGNC:206,Human,DB02046; DB02215; DB02255; DB02996; DB03088; DB03880; DB08733
Q93LE9,Peptide deformylase,def,14626937,AY040678,Q93LE9,DEF_LEPIN,1SV2; 1SZZ; 1VEV; 1VEY; 1VEZ; 1Y6H,,,,Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601),DB04310
Q819U0,Peptide deformylase 1,def1,29893819,AE016877,Q819U0,DEF1_BACCR,1WS0; 1WS1,,,,Bacillus cereus (strain ATCC 14579 / DSM 31),DB04310
Q819K2,Peptide deformylase 2,def2,29893819,AE016877,Q819K2,DEF2_BACCR,2OKL,,,,Bacillus cereus (strain ATCC 14579 / DSM 31),DB04310
Q82ZJ0,Peptide deformylase,def,29342120,AE016830,Q82ZJ0,DEF_ENTFA,2OS0; 2OS1,,,,Enterococcus faecalis (strain ATCC 700802 / V583),DB04310
P68771,Peptide deformylase,def,13621326,AE004092,P68771,DEF_STRP1,2OS3,,,,Streptococcus pyogenes serotype M1,DB04310
P08617,Genome polyprotein,,329583,M14707,P08617,POLG_HAVHM,1HAV; 1QA7; 2H6M; 2H9H; 2HAL; 4WZN,,,,HHAV,DB04029; DB04634
P06441,Genome polyprotein,,329597,K02990,P06441,POLG_HAVLA,2H6M; 2H9H,,,,HHAV,DB04634
O25928,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,fabZ,2313078,AE000511,O25928,FABZ_HELPY,2GLL; 2GLM; 2GLP; 2GLV,,,,Helicobacter pylori (strain ATCC 700392 / 26695),DB07445
Q79MP6,Beta-lactamase,blaIMP-1,27368096,AY168635,Q79MP6,Q79MP6_PSEAI,1DDK; 1JJE; 1JJT; 3WXC; 4F6H; 4F6Z,,,,Pseudomonas aeruginosa,DB02154; DB02450
P28838,Cytosol aminopeptidase,LAP3,4335941,AF061738,P28838,AMPL_HUMAN,"",,,HGNC:18449,Human,DB02386; DB07448; DB08766
Q93RD8,H subunit of photosynthetic reaction center complex,puhA,14549194,AB052130,Q93RD8,Q93RD8_THETI,1EYS,,,,Thermochromatium tepidum,DB03152; DB04147
Q02761,Cytochrome b,petB,581533,X56157,Q02761,CYB_RHOSH,2FYN; 2QJK; 2QJP; 2QJY,,,,Rhodobacter sphaeroides,DB03152; DB08690
Q02762,Ubiquinol-cytochrome c reductase iron-sulfur subunit,petA,581533,X56157,Q02762,UCRI_RHOSH,2FYN; 2NUK; 2NUM; 2NVE; 2NVF; 2NVG; 2NWF; 2QJK; 2QJP; 2QJY,,,,Rhodobacter sphaeroides,DB03152; DB08690
Q02760,Cytochrome c1,petC,581533,X56157,Q02760,CY1_RHOSH,2FYN; 2QJK; 2QJP; 2QJY,,,,Rhodobacter sphaeroides,DB03152; DB08690
Q16134,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",ETFDH,545621,S69232,Q16134,ETFD_HUMAN,"",,,HGNC:3483,Human,DB04141
O14983,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,ATP2A1,158256064,AK291314,O14983,AT2A1_HUMAN,"",,,HGNC:811,Human,DB03909; DB04444; DB04638; DB07604
P41743,Protein kinase C iota type,PRKCI,432274,L18964,P41743,KPCI_HUMAN,1VD2; 1WMH; 1ZRZ; 3A8W; 3A8X; 3ZH8,,,HGNC:9404,Human,DB03777
Q09013,Myotonin-protein kinase,DMPK,,M87312,Q09013,DMPK_HUMAN,1WT6; 2VD5,,,HGNC:2933,Human,DB01946
Q9KPI8,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,mtnN,9654392,AE003852,Q9KPI8,MTNN_VIBCH,3DP9,,,,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),DB07463
Q8P9V9,Bacterioferritin comigratory protein,,21110939,AE008922,Q8P9V9,Q8P9V9_XANCP,3GKK; 3GKM; 3GKN,,,,Xanthomonas campestris pv. campestris (strain ATCC 33913 / NCPPB 528 / LMG 568),DB04640
Q7Z406,Myosin-14,MYH14,33438760,AY165122,Q7Z406,MYH14_HUMAN,2YCU,,,HGNC:23212,Human,DB01944; DB03126; DB04444; DB07468; DB07469; DB07470; DB08276
P62593,Beta-lactamase TEM,bla,208959,J01749,P62593,BLAT_ECOLX,1AXB; 1BT5; 1BTL; 1CK3; 1ERM; 1ERO; 1ERQ; 1ESU; 1FQG; 1JTD; 1JTG; 1JVJ; 1JWP; 1JWV; 1JWZ; 1LHY; 1LI0; 1LI9; 1M40; 1NXY; 1NY0; 1NYM; 1NYY; 1PZO; 1PZP; 1S0W; 1TEM; 1XPB; 1XXM; 1YT4; 1ZG4; 1ZG6; 2B5R; 2V1Z; 2V20; 3C7U; 3C7V; 3CMZ; 3DTM; 3JYI; 3TOI; 4DXB; 4DXC; 4GKU; 4IBR; 4IBX; 4ID4; 4MEZ; 4QY5; 4QY6; 4R4R; 4R4S; 4RVA; 4RX2; 4RX3; 4ZJ1; 4ZJ2; 4ZJ3,,,,Escherichia coli,DB01053; DB02614; DB02642; DB02841; DB04035; DB04037; DB04430; DB07464; DB07466; DB07599; DB08551; DB09060
P04118,Colipase,CLPS,180886,J02883,P04118,COL_HUMAN,"",,,HGNC:2085,Human,DB04233; DB08222
P09391,Rhomboid protease GlpG,glpG,146191,M54940,P09391,GLPG_ECOLI,2IC8; 2IRV; 2LEP; 2NRF; 2O7L; 2XOV; 2XOW; 2XTU; 2XTV; 3B44; 3B45; 3TXT; 3UBB; 3ZEB; 3ZMH; 3ZMI; 3ZMJ; 3ZOT; 4H1D; 4HDD; 4NJN; 4NJP,,,,Escherichia coli (strain K12),DB04147
P83793,Cytochrome f,petA,38641338,AY390356,P83793,CYF_MASLA,1VF5; 2D2C; 2E74; 2E75; 2E76; 4H0L; 4H13; 4I7Z; 4PV1,,,,Mastigocladus laminosus,DB04646; DB08453
P83797,Cytochrome b6-f complex subunit 5,petG,,,P83797,PETG_MASLA,1VF5; 2D2C; 2E74; 2E75; 2E76; 4H0L; 4H13; 4I7Z; 4PV1,,,,Mastigocladus laminosus,DB04646; DB08453
P83795,Cytochrome b6-f complex subunit 6,petL,,,P83795,PETL_MASLA,1VF5; 2D2C; 2E74; 2E75; 2E76; 4H0L; 4H13; 4I7Z; 4PV1,,,,Mastigocladus laminosus,DB04646; DB08453
P83796,Cytochrome b6-f complex subunit 7,petM,,,P83796,PETM_MASLA,1VF5; 2D2C; 2E74; 2E75; 2E76; 4H0L; 4H13; 4I7Z; 4PV1,,,,Mastigocladus laminosus,DB04646; DB08453
P83798,Cytochrome b6-f complex subunit 8,petN,,,P83798,PETN_MASLA,1VF5; 2D2C; 2E74; 2E75; 2E76; 4H0L; 4H13; 4I7Z; 4PV1,,,,Mastigocladus laminosus,DB04646; DB08453
P25786,Proteasome subunit alpha type-1,PSMA1,220022,D00759,P25786,PSA1_HUMAN,4R3O; 4R67,,,HGNC:9530,Human,DB08515
P25787,Proteasome subunit alpha type-2,PSMA2,220024,D00760,P25787,PSA2_HUMAN,4R3O; 4R67,,,HGNC:9531,Human,DB08515
P25788,Proteasome subunit alpha type-3,PSMA3,220028,D00762,P25788,PSA3_HUMAN,4R3O; 4R67,,,HGNC:9532,Human,DB08515; DB12695
P25789,Proteasome subunit alpha type-4,PSMA4,220030,D00763,P25789,PSA4_HUMAN,4R3O; 4R67,,,HGNC:9533,Human,DB08515
P28066,Proteasome subunit alpha type-5,PSMA5,296740,X61970,P28066,PSA5_HUMAN,4R3O; 4R67,,,HGNC:9534,Human,DB08515
P60900,Proteasome subunit alpha type-6,PSMA6,35682,X59417,P60900,PSA6_HUMAN,4R3O; 4R67,,,HGNC:9535,Human,DB08515
O14818,Proteasome subunit alpha type-7,PSMA7,2555136,AF022815,O14818,PSA7_HUMAN,4R3O; 4R67,,,HGNC:9536,Human,DB07558; DB08515
P49720,Proteasome subunit beta type-3,PSMB3,565647,D26598,P49720,PSB3_HUMAN,4R3O; 4R67,,,HGNC:9540,Human,DB08515
P28070,Proteasome subunit beta type-4,PSMB4,565651,D26600,P28070,PSB4_HUMAN,4R3O; 4R67,,,HGNC:9541,Human,DB08515
P28072,Proteasome subunit beta type-6,PSMB6,558528,D29012,P28072,PSB6_HUMAN,4R3O; 4R67,,,HGNC:9543,Human,DB08515
Q99436,Proteasome subunit beta type-7,PSMB7,1531533,D38048,Q99436,PSB7_HUMAN,4R3O; 4R67,,,HGNC:9544,Human,DB08515
P35089,Light-harvesting protein B-800/820 alpha chain,,,,P35089,LHA1_RHOAC,1IJD,,,,Rhodopseudomonas acidophila,DB04464
P35094,Light-harvesting protein B-800/820 beta chain,,,,P35094,LHB1_RHOAC,1IJD,,,,Rhodopseudomonas acidophila,DB04464
P26789,Light-harvesting protein B-800/850 alpha chain,,,,P26789,LHA4_RHOAC,1KZU; 1NKZ; 2FKW,,,,Rhodopseudomonas acidophila,DB02899; DB04147; DB04464
P26790,Light-harvesting protein B-800/850 beta chain,,,,P26790,LHB5_RHOAC,1KZU; 1NKZ; 2FKW,,,,Rhodopseudomonas acidophila,DB02899; DB04147; DB04464
O67854,Transporter,snf,2982776,AE000657,O67854,O67854_AQUAE,2A65; 2Q6H; 2Q72; 2QB4; 2QEI; 2QJU; 3F3A; 3F3C; 3F3D; 3F3E; 3F48; 3F4I; 3F4J; 3GJC; 3GJD; 3GWU; 3GWV; 3GWW; 3MPN; 3MPQ; 3QS4; 3QS5; 3QS6; 3TT1; 3TT3; 3TU0; 3USG; 3USI; 3USJ; 3USK; 3USL; 3USM; 3USO; 3USP; 4FXZ; 4FY0; 4HMK; 4HOD; 4MM4; 4MM5; 4MM6; 4MM7; 4MM8; 4MM9; 4MMA; 4MMB; 4MMC; 4MMD; 4MME; 4MMF,,,,Aquifex aeolicus (strain VF5),DB08472; DB08544
Q16877,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 4",PFKFB4,1905761,D49818,Q16877,F264_HUMAN,"",,,HGNC:8875,Human,DB04395; DB04493
P27958,Genome polyprotein,,329738,M67463,P27958,POLG_HCVH,1A1R; 1A1V; 1CWX; 1HEI; 1JR6; 1N1L; 1ONB; 1R7C; 1R7D; 1R7E; 1R7F; 1R7G; 1RGQ; 2A4R; 2F9V; 2HD0; 2JXF; 2KDR; 2O8M; 2OBO; 2OBQ; 2OC0; 2OC1; 2OC7; 2OC8; 2OIN; 2P59; 2QV1; 2XI2; 2XI3; 2XNI; 4CL1; 4JZN; 4JZO; 4MWF; 4N0Y; 4Q0X; 4XVJ,,,,HCV,DB08644
P76045,Outer membrane protein G,ompG,1842218,U49400,P76045,OMPG_ECOLI,2F1C; 2IWV; 2IWW; 2JQY; 2WVP; 2X9K; 4CTD,,,,Escherichia coli (strain K12),DB04147; DB04233
Q9K597,Membrane protein,ompC,166079762,EU372012,Q9K597,Q9K597_ECOLX,2XE2; 2XE3; 2XE5; 2XG6,,,,Escherichia coli,DB02415; DB04233
P11488,Guanine nucleotide-binding protein G(t) subunit alpha-1,GNAT1,31865,X15088,P11488,GNAT1_HUMAN,3RBQ,,,HGNC:4393,Human,DB02994; DB04315; DB04444
P0C0Y8,Reaction center protein L chain,pufL,,,P0C0Y8,RCEL_RHOSH,1AIG; 1AIJ; 1DS8; 1DV3; 1DV6; 1E14; 1E6D; 1F6N; 1FNP; 1FNQ; 1JGW; 1JGX; 1JGY; 1JGZ; 1JH0; 1K6L; 1K6N; 1KBY; 1L9B; 1L9J; 1M3X; 1MPS; 1OGV; 1PCR; 1PSS; 1PST; 1QOV; 1RG5; 1RGN; 1RQK; 1RVJ; 1RY5; 1RZH; 1RZZ; 1S00; 1UMX; 1YF6; 1YST; 1Z9J; 1Z9K; 2BNP; 2BNS; 2BOZ; 2GMR; 2GNU; 2HG3; 2HG9; 2HH1; 2HHK; 2HIT; 2HJ6; 2J8C; 2J8D; 2JIY; 2JJ0; 2RCR; 2UWS; 2UWT; 2UWU; 2UWV; 2UWW; 2UX3; 2UX4; 2UX5; 2UXJ; 2UXK; 2UXL; 2UXM; 3DSY; 3DTA; 3DTR; 3DTS; 3DU2; 3DU3; 3DUQ; 3I4D; 3V3Y; 3V3Z; 3ZUM; 3ZUW; 4H99; 4H9L; 4HBH; 4HBJ; 4IN7; 4LWY; 4N7K; 4RCR; 4TQQ; 4V9G,,,,Rhodobacter sphaeroides,DB04147; DB08215; DB08690
P0C0Y9,Reaction center protein M chain,pufM,152028,K00827,P0C0Y9,RCEM_RHOSH,1AIG; 1AIJ; 1DS8; 1DV3; 1DV6; 1E14; 1E6D; 1F6N; 1FNP; 1FNQ; 1JGW; 1JGX; 1JGY; 1JGZ; 1JH0; 1K6L; 1K6N; 1KBY; 1L9B; 1L9J; 1M3X; 1MPS; 1OGV; 1PCR; 1PSS; 1PST; 1QOV; 1RG5; 1RGN; 1RQK; 1RVJ; 1RY5; 1RZH; 1RZZ; 1S00; 1UMX; 1YF6; 1YST; 1Z9J; 1Z9K; 2BNP; 2BNS; 2BOZ; 2GMR; 2GNU; 2HG3; 2HG9; 2HH1; 2HHK; 2HIT; 2HJ6; 2J8C; 2J8D; 2JIY; 2JJ0; 2RCR; 2UWS; 2UWT; 2UWU; 2UWV; 2UWW; 2UX3; 2UX4; 2UX5; 2UXJ; 2UXK; 2UXL; 2UXM; 3DSY; 3DTA; 3DTR; 3DTS; 3DU2; 3DU3; 3DUQ; 3I4D; 3V3Y; 3V3Z; 3ZUM; 3ZUW; 4H99; 4H9L; 4HBH; 4HBJ; 4IN7; 4LWY; 4N7K; 4RCR; 4TQQ; 4V9G; 5LSE; 5V33,,,,Rhodobacter sphaeroides,DB04147; DB08215; DB08690
P0C0Y7,Reaction center protein H chain,puhA,152023,M18412,P0C0Y7,RCEH_RHOSH,1AIG; 1AIJ; 1DS8; 1DV3; 1DV6; 1E14; 1E6D; 1F6N; 1FNP; 1FNQ; 1JGW; 1JGX; 1JGY; 1JGZ; 1JH0; 1K6L; 1K6N; 1KBY; 1L9B; 1L9J; 1M3X; 1MPS; 1OGV; 1PCR; 1PSS; 1PST; 1QOV; 1RG5; 1RGN; 1RQK; 1RVJ; 1RY5; 1RZH; 1RZZ; 1S00; 1UMX; 1YF6; 1YST; 1Z9J; 1Z9K; 2BNP; 2BNS; 2BOZ; 2GMR; 2GNU; 2HG3; 2HG9; 2HH1; 2HHK; 2HIT; 2HJ6; 2J8C; 2J8D; 2JIY; 2JJ0; 2RCR; 2UWS; 2UWT; 2UWU; 2UWV; 2UWW; 2UX3; 2UX4; 2UX5; 2UXJ; 2UXK; 2UXL; 2UXM; 3DSY; 3DTA; 3DTR; 3DTS; 3DU2; 3DU3; 3DUQ; 3I4D; 3V3Y; 3V3Z; 3ZUM; 3ZUW; 4H99; 4H9L; 4HBH; 4HBJ; 4IN7; 4LWY; 4N7K; 4RCR; 4TQQ; 4V9G,,,,Rhodobacter sphaeroides,DB04147; DB08215; DB08690
P0A108,"1,2-dihydroxynaphthalene dioxygenase",doxG,294350,M60405,P0A108,NAHC_PSEU8,2EHZ; 2EI0; 2EI1; 2EI2; 2EI3,,,,Pseudomonas sp. (strain C18),DB02923; DB07478; DB07610
P54997,2'-hydroxybiphenyl-2-sulfinate desulfinase,soxB,595291,U08850,P54997,SOXB_RHOSG,2DE2; 2DE3; 2DE4,,,,Rhodococcus sp. (strain IGTS8),DB07483; DB08319
P09466,Glycodelin,PAEP,190215,J04129,P09466,PAEP_HUMAN,4R0B,,,HGNC:8573,Human,DB02405; DB03796; DB09462
Q9Y6M4,Casein kinase I isoform gamma-3,CSNK1G3,4590040,AF049089,Q9Y6M4,KC1G3_HUMAN,2CHL; 2IZR; 2IZS; 2IZT; 2IZU; 4G16; 4G17; 4HGL; 4HGS,,,HGNC:2456,Human,DB04751; DB07488; DB07489; DB07664
P0A0N4,HTH-type transcriptional regulator QacR,qacR,46660,X56628,P0A0N4,QACR_STAAU,1JT0; 1JT6; 1JTX; 1JTY; 1JUM; 1JUP; 1JUS; 1QVT; 1QVU; 1RKW; 1RPW; 2DTZ; 2GBY; 2HQ5,,,,Staphylococcus aureus,DB01123; DB03608; DB03808
P0AC47,Fumarate reductase iron-sulfur subunit,frdB,7019629,J01611,P0AC47,FRDB_ECOLI,1KF6; 1KFY; 1L0V; 2B76; 3CIR; 3P4P; 3P4Q; 3P4R; 3P4S,,,,Escherichia coli (strain K12),DB07490; DB07918
P0A8Q0,Fumarate reductase subunit C,frdC,7019629,J01611,P0A8Q0,FRDC_ECOLI,1KF6; 1KFY; 1L0V; 2B76; 3CIR; 3P4P; 3P4Q; 3P4R; 3P4S,,,,Escherichia coli (strain K12),DB07490; DB07918
P0A8Q3,Fumarate reductase subunit D,frdD,7019629,J01611,P0A8Q3,FRDD_ECOLI,1KF6; 1KFY; 1L0V; 2B76; 3CIR; 3P4P; 3P4Q; 3P4R; 3P4S; 4KX6,,,,Escherichia coli (strain K12),DB07490; DB07918
Q494W8,CHRNA7-FAM7A fusion protein,CHRFAM7A,158259429,AK292984,Q494W8,CRFM7_HUMAN,"",,,HGNC:15781,Human,DB07494; DB07720; DB08620; DB11421
P95276,Epoxide hydrolase,,13879042,AE000516,P95276,P95276_MYCTO,2ZJF,,,,Mycobacterium tuberculosis,DB07496
C0H419,Biotin/lipoyl attachment protein,yngHB,2632268,AL009126,C0H419,BLAP_BACSU,1Z6H; 1Z7T; 2B8F; 2B8G,,,,Bacillus subtilis (strain 168),DB07497
A0A0H3JRU9,Pyruvate carboxylase,pycA,14245768,BA000017,A0A0H3JRU9,A0A0H3JRU9_STAAM,3BG5; 3HB9; 3HBL; 3HO8; 4HNT; 4HNU; 4HNV,,,,Staphylococcus aureus (strain Mu50 / ATCC 700699),DB07497
P03355,Gag-Pol polyprotein,gag-pol,331935,J02255,P03355,POL_MLVMS,1D0E; 1D1U; 1I6J; 1MML; 1N4L; 1NND; 1QAI; 1QAJ; 1ZTT; 1ZTW; 2FJV; 2FJW; 2FJX; 2FVP; 2FVQ; 2FVR; 2FVS; 2HB5; 2M9U; 2MQV; 2MS0; 2MS1; 2R2R; 2R2S; 2R2T; 2R2U; 3FSI; 3NNQ; 4M94; 4M95; 4MH8; 4NZG; 4XO0; 4XPC; 4XPE,,,,MoMLV,DB07499; DB08331
